,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win,away_win,home_loss,away_loss,draw
451,1916-09-03,Norway,United States,1.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
452,1916-10-01,Argentina,Uruguay,7.0,2.0,Friendly,Avellaneda,Argentina,Not Neutral Ground,1,0,0,1,0
453,1916-10-01,Hungary,Austria,2.0,3.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
454,1916-10-01,Norway,Sweden,0.0,0.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
456,1916-10-08,Sweden,Denmark,4.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
457,1916-10-15,Denmark,Norway,8.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
458,1916-10-29,Uruguay,Argentina,3.0,1.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
459,1916-11-05,Austria,Hungary,3.0,3.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
460,1917-05-06,Austria,Hungary,1.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
461,1917-05-07,Japan,Philippines,2.0,15.0,Friendly,Tokyo,Japan,Not Neutral Ground,0,1,1,0,0
462,1917-06-03,Denmark,Sweden,1.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,0,0,0,0,1
463,1917-06-03,Hungary,Austria,6.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
464,1917-06-17,Norway,Denmark,1.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
465,1917-07-15,Austria,Hungary,1.0,4.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
468,1917-08-19,Sweden,Norway,3.0,3.0,Friendly,Helsingborg,Sweden,Not Neutral Ground,0,0,0,0,1
470,1917-09-16,Norway,Sweden,0.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
474,1917-10-07,Denmark,Norway,12.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
475,1917-10-07,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
478,1917-10-14,Sweden,Denmark,1.0,2.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
480,1917-10-16,Uruguay,Brazil,3.0,1.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
481,1917-11-04,Austria,Hungary,1.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
482,1917-12-23,Switzerland,Austria,0.0,1.0,Friendly,Basel,Switzerland,Not Neutral Ground,0,1,1,0,0
483,1917-12-26,Switzerland,Austria,3.0,2.0,Friendly,Zürich,Switzerland,Not Neutral Ground,1,0,0,1,0
484,1918-04-14,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
485,1918-05-09,Austria,Switzerland,5.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
486,1918-05-12,Hungary,Switzerland,2.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
487,1918-05-26,Sweden,Norway,2.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
488,1918-06-02,Austria,Hungary,0.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
489,1918-06-02,Denmark,Sweden,3.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
490,1918-06-16,Norway,Denmark,3.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
495,1918-09-15,Norway,Sweden,2.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
498,1918-10-06,Austria,Hungary,0.0,3.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
499,1918-10-06,Denmark,Norway,4.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
500,1918-10-20,Sweden,Denmark,1.0,2.0,Friendly,Gothenburg,Sweden,Not Neutral Ground,0,1,1,0,0
501,1919-03-09,Belgium,France,2.0,2.0,Friendly,Brussels,Belgium,Not Neutral Ground,0,0,0,0,1
502,1919-04-06,Hungary,Austria,2.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
504,1919-05-11,Paraguay,Argentina,1.0,5.0,Friendly,Asunción,Paraguay,Not Neutral Ground,0,1,1,0,0
506,1919-05-15,Paraguay,Argentina,0.0,3.0,Friendly,Asunción,Paraguay,Not Neutral Ground,0,1,1,0,0
509,1919-05-21,Paraguay,Argentina,1.0,2.0,Friendly,Asunción,Paraguay,Not Neutral Ground,0,1,1,0,0
511,1919-05-24,Paraguay,Argentina,1.0,2.0,Friendly,Asunción,Paraguay,Not Neutral Ground,0,1,1,0,0
514,1919-05-29,Sweden,Finland,1.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
515,1919-06-01,Brazil,Argentina,3.0,3.0,Friendly,Rio de Janeiro,Brazil,Not Neutral Ground,0,0,0,0,1
516,1919-06-05,Denmark,Sweden,3.0,0.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
517,1919-06-09,Netherlands,Sweden,3.0,1.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
518,1919-06-12,Denmark,Norway,5.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
519,1919-06-29,Norway,Sweden,4.0,3.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
521,1919-08-24,Sweden,Netherlands,4.0,1.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
523,1919-08-31,Norway,Netherlands,1.0,1.0,Friendly,Oslo,Norway,Not Neutral Ground,0,0,0,0,1
525,1919-09-14,Sweden,Norway,1.0,5.0,Friendly,Gothenburg,Sweden,Not Neutral Ground,0,1,1,0,0
526,1919-09-21,Norway,Denmark,3.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
527,1919-09-28,Finland,Sweden,3.0,3.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,0,0,0,1
528,1919-10-05,Austria,Hungary,2.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
529,1919-10-12,Sweden,Denmark,3.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
532,1919-11-09,Hungary,Austria,3.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
533,1919-12-07,Uruguay,Argentina,4.0,2.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
534,1920-01-18,Italy,France,9.0,4.0,Friendly,Milan,Italy,Not Neutral Ground,1,0,0,1,0
537,1920-02-29,Switzerland,France,0.0,2.0,Friendly,Geneva,Switzerland,Not Neutral Ground,0,1,1,0,0
540,1920-03-28,France,Belgium,2.0,1.0,Friendly,Paris,France,Not Neutral Ground,1,0,0,1,0
541,1920-03-28,Switzerland,Italy,3.0,0.0,Friendly,Berne,Switzerland,Not Neutral Ground,1,0,0,1,0
542,1920-04-05,Netherlands,Denmark,2.0,0.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
544,1920-05-02,Austria,Hungary,2.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
545,1920-05-13,Italy,Netherlands,1.0,1.0,Friendly,Genoa,Italy,Not Neutral Ground,0,0,0,0,1
546,1920-05-16,Switzerland,Netherlands,2.0,1.0,Friendly,Basel,Switzerland,Not Neutral Ground,1,0,0,1,0
547,1920-05-30,Sweden,Finland,4.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
548,1920-06-06,Sweden,Switzerland,0.0,1.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
549,1920-06-13,Norway,Denmark,1.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
550,1920-06-27,Norway,Sweden,0.0,3.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
551,1920-06-27,Switzerland,Germany,4.0,1.0,Friendly,Zürich,Switzerland,Not Neutral Ground,1,0,0,1,0
558,1920-09-19,Finland,Sweden,1.0,0.0,Friendly,Helsinki,Finland,Not Neutral Ground,1,0,0,1,0
561,1920-09-26,Austria,Germany,3.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
562,1920-09-26,Sweden,Norway,0.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,0,0,0,1
564,1920-10-10,Sweden,Denmark,0.0,2.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
565,1920-10-17,Finland,Estonia,6.0,0.0,Friendly,Helsinki,Finland,Not Neutral Ground,1,0,0,1,0
567,1920-10-24,Germany,Hungary,1.0,0.0,Friendly,Berlin,Germany,Not Neutral Ground,1,0,0,1,0
568,1920-11-07,Hungary,Austria,1.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
570,1921-02-20,France,Italy,1.0,2.0,Friendly,Marseille,France,Not Neutral Ground,0,1,1,0,0
572,1921-03-06,Belgium,France,3.0,1.0,Friendly,Forest,Belgium,Not Neutral Ground,1,0,0,1,0
573,1921-03-06,Italy,Switzerland,2.0,1.0,Friendly,Milan,Italy,Not Neutral Ground,1,0,0,1,0
575,1921-03-26,Austria,Sweden,2.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
576,1921-04-03,Catalonia,Provence,4.0,0.0,Friendly,Barcelona,Spain,Not Neutral Ground,1,0,0,1,0
577,1921-04-04,Catalonia,Provence,1.0,0.0,Friendly,Barcelona,Spain,Not Neutral Ground,1,0,0,1,0
578,1921-04-07,Paraguay,Argentina,3.0,1.0,Friendly,Asunción,Paraguay,Not Neutral Ground,1,0,0,1,0
581,1921-04-14,Paraguay,Argentina,2.0,2.0,Friendly,Asunción,Paraguay,Not Neutral Ground,0,0,0,0,1
582,1921-04-24,Austria,Hungary,4.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
583,1921-05-01,Switzerland,Austria,2.0,2.0,Friendly,St. Gallen,Switzerland,Not Neutral Ground,0,0,0,0,1
584,1921-05-05,Belgium,Italy,2.0,3.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,1,1,0,0
585,1921-05-05,Germany,Austria,3.0,3.0,Friendly,Dresden,Germany,Not Neutral Ground,0,0,0,0,1
586,1921-05-08,Netherlands,Italy,2.0,2.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,0,0,0,0,1
587,1921-05-15,Belgium,Netherlands,1.0,1.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,0,0,0,1
588,1921-05-21,Belgium,England,0.0,2.0,Friendly,Brussels,Belgium,Not Neutral Ground,0,1,1,0,0
589,1921-05-25,Norway,Finland,3.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
590,1921-05-29,Sweden,Finland,0.0,3.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
591,1921-05-30,Japan,Philippines,0.0,3.0,Friendly,Shanghai,China PR,Neutral Ground,0,1,1,0,0
592,1921-06-05,Hungary,Germany,3.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
593,1921-06-12,Denmark,Netherlands,1.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,0,0,0,0,1
594,1921-06-19,Norway,Sweden,3.0,1.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
595,1921-07-09,Canada,Scotland,0.0,1.0,Friendly,Montréal,Canada,Not Neutral Ground,0,1,1,0,0
596,1921-07-22,Estonia,Sweden,0.0,0.0,Friendly,Tallinn,Estonia,Not Neutral Ground,0,0,0,0,1
597,1921-07-24,Sweden,Austria,1.0,3.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
598,1921-07-31,Finland,Austria,2.0,3.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,1,1,0,0
599,1921-08-28,Estonia,Finland,0.0,3.0,Friendly,Tallinn,Estonia,Not Neutral Ground,0,1,1,0,0
600,1921-09-14,Costa Rica,El Salvador,7.0,0.0,Friendly,Guatemala,Guatemala,Neutral Ground,1,0,0,1,0
601,1921-09-18,Finland,Germany,3.0,3.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,0,0,0,1
602,1921-09-18,Guatemala,Costa Rica,0.0,6.0,Friendly,Guatemala,Guatemala,Not Neutral Ground,0,1,1,0,0
603,1921-09-18,Sweden,Norway,0.0,3.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
605,1921-10-02,Denmark,Norway,3.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
607,1921-10-09,Sweden,Denmark,0.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,0,0,0,1
612,1921-10-28,Czechoslovakia,Yugoslavia,6.0,1.0,Friendly,Prague,Czechoslovakia,Not Neutral Ground,1,0,0,1,0
614,1921-11-02,Uruguay,Paraguay,4.0,2.0,Friendly,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
615,1921-11-06,Hungary,Sweden,4.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
616,1921-11-06,Switzerland,Italy,1.0,1.0,Friendly,Geneva,Switzerland,Not Neutral Ground,0,0,0,0,1
617,1921-11-13,Czechoslovakia,Sweden,2.0,2.0,Friendly,Prague,Czechoslovakia,Not Neutral Ground,0,0,0,0,1
618,1921-11-13,France,Netherlands,0.0,5.0,Friendly,Vincennes,France,Not Neutral Ground,0,1,1,0,0
619,1921-12-18,Hungary,Poland,1.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
620,1921-12-18,Spain,Portugal,3.0,1.0,Friendly,Madrid,Spain,Not Neutral Ground,1,0,0,1,0
621,1922-01-15,France,Belgium,2.0,1.0,Friendly,Colombes,France,Not Neutral Ground,1,0,0,1,0
622,1922-01-15,Italy,Austria,3.0,3.0,Friendly,Milan,Italy,Not Neutral Ground,0,0,0,0,1
624,1922-02-26,Italy,Czechoslovakia,1.0,1.0,Friendly,Turin,Italy,Not Neutral Ground,0,0,0,0,1
626,1922-03-12,Brittany,Luxembourg,1.0,0.0,Friendly,Rennes,France,Not Neutral Ground,1,0,0,1,0
628,1922-03-26,Belgium,Netherlands,4.0,0.0,Friendly,Antwerp,Belgium,Not Neutral Ground,1,0,0,1,0
629,1922-03-26,Germany,Switzerland,2.0,2.0,Friendly,Frankfurt am Main,Germany,Not Neutral Ground,0,0,0,0,1
631,1922-04-15,Belgium,Denmark,0.0,0.0,Friendly,Liège,Belgium,Not Neutral Ground,0,0,0,0,1
632,1922-04-17,Netherlands,Denmark,2.0,0.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
633,1922-04-23,Austria,Germany,0.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,1,1,0,0
634,1922-04-30,France,Spain,0.0,4.0,Friendly,Le Bouscat,France,Not Neutral Ground,0,1,1,0,0
635,1922-04-30,Hungary,Austria,1.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
636,1922-05-07,Netherlands,Belgium,1.0,2.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,0,1,1,0,0
637,1922-05-14,Poland,Hungary,0.0,3.0,Friendly,Kraków,Poland,Not Neutral Ground,0,1,1,0,0
638,1922-05-21,Italy,Belgium,4.0,2.0,Friendly,Milan,Italy,Not Neutral Ground,1,0,0,1,0
639,1922-05-25,Norway,Northern Ireland,2.0,1.0,Friendly,Bergen,Norway,Not Neutral Ground,1,0,0,1,0
640,1922-05-28,Sweden,Poland,1.0,2.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
641,1922-06-05,Finland,Sweden,1.0,4.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,1,1,0,0
642,1922-06-08,Yugoslavia,Romania,1.0,2.0,Friendly,Belgrade,Yugoslavia,Not Neutral Ground,0,1,1,0,0
643,1922-06-11,Austria,Switzerland,7.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
644,1922-06-11,Denmark,Czechoslovakia,0.0,3.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,0,1,1,0,0
645,1922-06-11,Norway,France,7.0,0.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
646,1922-06-15,Hungary,Switzerland,1.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,0,0,0,1
647,1922-06-17,New Zealand,Australia,3.0,1.0,Friendly,Dunedin,New Zealand,Not Neutral Ground,1,0,0,1,0
648,1922-06-24,New Zealand,Australia,1.0,1.0,Friendly,Wellington,New Zealand,Not Neutral Ground,0,0,0,0,1
649,1922-06-28,Yugoslavia,Czechoslovakia,4.0,3.0,Friendly,Zagreb,Yugoslavia,Not Neutral Ground,1,0,0,1,0
650,1922-07-02,Germany,Hungary,0.0,0.0,Friendly,Bochum,Germany,Not Neutral Ground,0,0,0,0,1
651,1922-07-08,New Zealand,Australia,3.0,1.0,Friendly,Auckland,New Zealand,Not Neutral Ground,1,0,0,1,0
652,1922-07-09,Sweden,Hungary,1.0,1.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,0,0,0,1
653,1922-07-13,Finland,Hungary,1.0,5.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,1,1,0,0
654,1922-08-11,Finland,Estonia,10.0,2.0,Friendly,Helsinki,Finland,Not Neutral Ground,1,0,0,1,0
655,1922-08-13,Sweden,Czechoslovakia,0.0,2.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
656,1922-08-23,Sweden,Norway,0.0,0.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,0,0,0,1
657,1922-08-26,Finland,Norway,1.0,3.0,Friendly,Helsinki,Finland,Not Neutral Ground,0,1,1,0,0
658,1922-09-03,Romania,Poland,1.0,1.0,Friendly,Cernăuţi,Romania,Not Neutral Ground,0,0,0,0,1
659,1922-09-10,Norway,Denmark,3.0,3.0,Friendly,Fredrikstad,Norway,Not Neutral Ground,0,0,0,0,1
662,1922-09-24,Austria,Hungary,2.0,2.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
664,1922-09-24,Latvia,Estonia,1.0,1.0,Friendly,Riga,Latvia,Not Neutral Ground,0,0,0,0,1
665,1922-09-24,Norway,Sweden,0.0,5.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
668,1922-10-01,Denmark,Sweden,1.0,2.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,0,1,1,0,0
669,1922-10-01,Yugoslavia,Poland,1.0,3.0,Friendly,Zagreb,Yugoslavia,Not Neutral Ground,0,1,1,0,0
676,1922-10-22,Argentina,Chile,1.0,0.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,1,0,0,1,0
679,1922-10-29,Brazil,Paraguay,3.0,1.0,Friendly,São Paulo,Brazil,Not Neutral Ground,1,0,0,1,0
681,1922-11-19,Switzerland,Netherlands,5.0,0.0,Friendly,Berne,Switzerland,Not Neutral Ground,1,0,0,1,0
682,1922-11-19,Galicia,Central Spain,4.0,1.0,Friendly,Vigo,Spain,Not Neutral Ground,1,0,0,1,0
683,1922-11-26,Hungary,Austria,1.0,2.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
684,1922-12-03,Italy,Switzerland,2.0,2.0,Friendly,Bologna,Italy,Not Neutral Ground,0,0,0,0,1
687,1922-12-17,Portugal,Spain,1.0,2.0,Friendly,Lisbon,Portugal,Not Neutral Ground,0,1,1,0,0
688,1923-01-01,Guatemala,Mexico,2.0,3.0,Friendly,Guatemala,Guatemala,Not Neutral Ground,0,1,1,0,0
689,1923-01-01,Italy,Germany,3.0,1.0,Friendly,Milan,Italy,Not Neutral Ground,1,0,0,1,0
690,1923-01-04,Guatemala,Mexico,3.0,1.0,Friendly,Guatemala,Guatemala,Not Neutral Ground,1,0,0,1,0
691,1923-01-07,Guatemala,Mexico,1.0,4.0,Friendly,Guatemala,Guatemala,Not Neutral Ground,0,1,1,0,0
692,1923-01-14,Andalusia,Galicia,1.0,4.0,Friendly,Seville,Spain,Not Neutral Ground,0,1,1,0,0
693,1923-01-21,Switzerland,Austria,2.0,0.0,Friendly,Geneva,Switzerland,Not Neutral Ground,1,0,0,1,0
694,1923-01-28,Spain,France,3.0,0.0,Friendly,San Sebastián,Spain,Not Neutral Ground,1,0,0,1,0
695,1923-02-04,Belgium,Spain,1.0,0.0,Friendly,Antwerp,Belgium,Not Neutral Ground,1,0,0,1,0
696,1923-02-11,Luxembourg,Brittany,1.0,4.0,Friendly,Esch-sur-Alzette,Luxembourg,Not Neutral Ground,0,1,1,0,0
697,1923-02-25,Belgium,France,4.0,1.0,Friendly,Forest,Belgium,Not Neutral Ground,1,0,0,1,0
698,1923-02-25,Galicia,Asturias,1.0,3.0,Friendly,Vigo,Spain,Not Neutral Ground,0,1,1,0,0
700,1923-03-04,Italy,Hungary,0.0,0.0,Friendly,Genoa,Italy,Not Neutral Ground,0,0,0,0,1
702,1923-03-11,Switzerland,Hungary,1.0,6.0,Friendly,Lausanne,Switzerland,Not Neutral Ground,0,1,1,0,0
704,1923-03-19,England,Belgium,6.0,1.0,Friendly,London,England,Not Neutral Ground,1,0,0,1,0
705,1923-04-02,Netherlands,France,8.0,1.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
708,1923-04-15,Austria,Italy,0.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,0,0,0,0,1
709,1923-04-22,France,Switzerland,2.0,2.0,Friendly,Vincennes,France,Not Neutral Ground,0,0,0,0,1
710,1923-04-29,Netherlands,Belgium,1.0,1.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,0,0,0,0,1
711,1923-05-06,Austria,Hungary,1.0,0.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
712,1923-05-06,Czechoslovakia,Denmark,2.0,0.0,Friendly,Prague,Czechoslovakia,Not Neutral Ground,1,0,0,1,0
713,1923-05-10,France,England,1.0,4.0,Friendly,Vincennes,France,Not Neutral Ground,0,1,1,0,0
714,1923-05-10,Germany,Netherlands,0.0,0.0,Friendly,Hamburg,Germany,Not Neutral Ground,0,0,0,0,1
716,1923-05-21,Sweden,England,2.0,4.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
717,1923-05-22,China PR,Philippines,3.0,0.0,Friendly,Osaka,Japan,Neutral Ground,1,0,0,1,0
718,1923-05-24,Japan,China PR,1.0,5.0,Friendly,Osaka,Japan,Not Neutral Ground,0,1,1,0,0
719,1923-05-24,Sweden,England,1.0,3.0,Friendly,Solna,Sweden,Not Neutral Ground,0,1,1,0,0
721,1923-05-27,Czechoslovakia,Italy,5.0,1.0,Friendly,Prague,Czechoslovakia,Not Neutral Ground,1,0,0,1,0
722,1923-06-03,Poland,Yugoslavia,1.0,2.0,Friendly,Kraków,Poland,Not Neutral Ground,0,1,1,0,0
723,1923-06-03,Switzerland,Germany,1.0,2.0,Friendly,Basel,Switzerland,Not Neutral Ground,0,1,1,0,0
724,1923-06-09,Australia,New Zealand,2.0,1.0,Friendly,Brisbane,Australia,Not Neutral Ground,1,0,0,1,0
725,1923-06-10,Romania,Yugoslavia,1.0,2.0,Friendly,Bucharest,Romania,Not Neutral Ground,0,1,1,0,0
726,1923-06-10,Sweden,Austria,4.0,2.0,Friendly,Gothenburg,Sweden,Not Neutral Ground,1,0,0,1,0
727,1923-06-16,Australia,New Zealand,2.0,3.0,Friendly,Sydney,Australia,Not Neutral Ground,0,1,1,0,0
728,1923-06-17,Denmark,Switzerland,3.0,2.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
729,1923-06-17,Norway,Finland,3.0,0.0,Friendly,Kristiania,Norway,Not Neutral Ground,1,0,0,1,0
730,1923-06-20,Sweden,Finland,5.0,4.0,Friendly,Gävle,Sweden,Not Neutral Ground,1,0,0,1,0
731,1923-06-21,Norway,Switzerland,2.0,2.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,0,0,0,1
733,1923-06-24,Lithuania,Estonia,0.0,5.0,Friendly,Kaunas,Lithuania,Not Neutral Ground,0,1,1,0,0
734,1923-06-29,Sweden,Germany,2.0,1.0,Friendly,Stockholm,Sweden,Not Neutral Ground,1,0,0,1,0
735,1923-06-30,Australia,New Zealand,1.0,4.0,Friendly,Newcastle,Australia,Not Neutral Ground,0,1,1,0,0
736,1923-07-01,Romania,Czechoslovakia,0.0,6.0,Friendly,Cluj,Romania,Not Neutral Ground,0,1,1,0,0
737,1923-07-15,Argentina,Uruguay,2.0,2.0,Friendly,Buenos Aires,Argentina,Not Neutral Ground,0,0,0,0,1
739,1923-07-24,Estonia,Latvia,1.0,1.0,Friendly,Tallinn,Estonia,Not Neutral Ground,0,0,0,0,1
740,1923-08-12,Germany,Finland,1.0,2.0,Friendly,Dresden,Germany,Not Neutral Ground,0,1,1,0,0
741,1923-08-15,Austria,Finland,2.0,1.0,Friendly,Vienna,Austria,Not Neutral Ground,1,0,0,1,0
742,1923-08-19,Hungary,Finland,3.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
743,1923-09-02,Poland,Romania,1.0,1.0,Friendly,Lwów,Poland,Not Neutral Ground,0,0,0,0,1
744,1923-09-16,Norway,Sweden,2.0,3.0,Friendly,Kristiania,Norway,Not Neutral Ground,0,1,1,0,0
745,1923-09-18,Estonia,Russia,2.0,4.0,Friendly,Tallinn,Estonia,Not Neutral Ground,0,1,1,0,0
746,1923-09-23,Finland,Poland,5.0,3.0,Friendly,Helsinki,Finland,Not Neutral Ground,1,0,0,1,0
747,1923-09-23,Hungary,Austria,2.0,0.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
748,1923-09-25,Estonia,Poland,1.0,4.0,Friendly,Tallinn,Estonia,Not Neutral Ground,0,1,1,0,0
749,1923-09-30,Denmark,Norway,2.0,1.0,Friendly,Copenhagen,Denmark,Not Neutral Ground,1,0,0,1,0
750,1923-09-30,Estonia,Finland,2.0,1.0,Friendly,Tallinn,Estonia,Not Neutral Ground,1,0,0,1,0
752,1923-10-14,Sweden,Denmark,1.0,3.0,Friendly,Stockholm,Sweden,Not Neutral Ground,0,1,1,0,0
754,1923-10-26,Turkey,Romania,2.0,2.0,Friendly,Istanbul,Turkey,Not Neutral Ground,0,0,0,0,1
755,1923-10-28,Czechoslovakia,Yugoslavia,4.0,4.0,Friendly,Prague,Czechoslovakia,Not Neutral Ground,0,0,0,0,1
756,1923-10-28,France,Norway,0.0,2.0,Friendly,Paris,France,Not Neutral Ground,0,1,1,0,0
757,1923-10-28,Hungary,Sweden,2.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,1,0,0,1,0
759,1923-11-01,Belgium,England,2.0,2.0,Friendly,Antwerp,Belgium,Not Neutral Ground,0,0,0,0,1
760,1923-11-01,Poland,Sweden,2.0,2.0,Friendly,Kraków,Poland,Not Neutral Ground,0,0,0,0,1
761,1923-11-01,Brittany,Norway,1.0,5.0,Friendly,Rennes,France,Not Neutral Ground,0,1,1,0,0
