,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win,away_win,home_loss,away_loss,draw
26402,2003-11-15,Scotland,Netherlands,1.0,0.0,UEFA Euro qualification,Glasgow,Scotland,Not Neutral Ground,1,0,0,1,0
26403,2003-11-15,Senegal,Ivory Coast,1.0,0.0,Friendly,Dakar,Senegal,Not Neutral Ground,1,0,0,1,0
26404,2003-11-15,Spain,Norway,2.0,1.0,UEFA Euro qualification,Valencia,Spain,Not Neutral Ground,1,0,0,1,0
26405,2003-11-15,Uruguay,Chile,2.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,Not Neutral Ground,1,0,0,1,0
26406,2003-11-15,Zambia,Seychelles,1.0,1.0,FIFA World Cup qualification,Lusaka,Zambia,Not Neutral Ground,0,0,0,0,1
26407,2003-11-16,Angola,Chad,2.0,0.0,FIFA World Cup qualification,Luanda,Angola,Not Neutral Ground,1,0,0,1,0
26408,2003-11-16,Benin,Madagascar,3.0,2.0,FIFA World Cup qualification,Cotonou,Benin,Not Neutral Ground,1,0,0,1,0
26409,2003-11-16,Cape Verde,Eswatini,3.0,0.0,FIFA World Cup qualification,Praia,Cape Verde,Not Neutral Ground,1,0,0,1,0
26410,2003-11-16,England,Denmark,2.0,3.0,Friendly,Manchester,England,Not Neutral Ground,0,1,1,0,0
26411,2003-11-16,Eritrea,Sudan,0.0,0.0,FIFA World Cup qualification,Asmara,Eritrea,Not Neutral Ground,0,0,0,0,1
26412,2003-11-16,Ghana,Somalia,5.0,0.0,FIFA World Cup qualification,Accra,Ghana,Not Neutral Ground,1,0,0,1,0
26413,2003-11-16,Honduras,Finland,1.0,2.0,Friendly,Houston,United States,Neutral Ground,0,1,1,0,0
26414,2003-11-16,Italy,Romania,1.0,0.0,Friendly,Ancona,Italy,Not Neutral Ground,1,0,0,1,0
26415,2003-11-16,Jamaica,El Salvador,3.0,0.0,Friendly,Kingston,Jamaica,Not Neutral Ground,1,0,0,1,0
26416,2003-11-16,Lesotho,Botswana,0.0,0.0,FIFA World Cup qualification,Maseru,Lesotho,Not Neutral Ground,0,0,0,0,1
26417,2003-11-16,Liberia,Gambia,3.0,0.0,FIFA World Cup qualification,Monrovia,Liberia,Not Neutral Ground,1,0,0,1,0
26418,2003-11-16,Libya,São Tomé and Príncipe,8.0,0.0,FIFA World Cup qualification,Benghazi,Libya,Not Neutral Ground,1,0,0,1,0
26419,2003-11-16,Mauritius,Uganda,3.0,1.0,FIFA World Cup qualification,Curepipe,Mauritius,Not Neutral Ground,1,0,0,1,0
26420,2003-11-16,Mozambique,Guinea,3.0,4.0,FIFA World Cup qualification,Maputo,Mozambique,Not Neutral Ground,0,1,1,0,0
26421,2003-11-16,Peru,Brazil,1.0,1.0,FIFA World Cup qualification,Lima,Peru,Not Neutral Ground,0,0,0,0,1
26422,2003-11-16,Poland,Serbia,4.0,3.0,Friendly,Płock,Poland,Not Neutral Ground,1,0,0,1,0
26423,2003-11-16,Sierra Leone,Congo,1.0,1.0,FIFA World Cup qualification,Freetown,Sierra Leone,Not Neutral Ground,0,0,0,0,1
26424,2003-11-16,Togo,Equatorial Guinea,2.0,0.0,FIFA World Cup qualification,Lomé,Togo,Not Neutral Ground,1,0,0,1,0
26427,2003-11-18,Chile,Paraguay,0.0,1.0,FIFA World Cup qualification,Santiago,Chile,Not Neutral Ground,0,1,1,0,0
26428,2003-11-18,Egypt,Sweden,1.0,0.0,Friendly,Cairo,Egypt,Not Neutral Ground,1,0,0,1,0
26429,2003-11-18,Republic of Ireland,Canada,3.0,0.0,Friendly,Dublin,Republic of Ireland,Not Neutral Ground,1,0,0,1,0
26431,2003-11-18,South Korea,Bulgaria,0.0,1.0,Friendly,Seoul,South Korea,Not Neutral Ground,0,1,1,0,0
26433,2003-11-18,Venezuela,Bolivia,2.0,1.0,FIFA World Cup qualification,Maracaibo,Venezuela,Not Neutral Ground,1,0,0,1,0
26434,2003-11-19,Brazil,Uruguay,3.0,3.0,FIFA World Cup qualification,Curitiba,Brazil,Not Neutral Ground,0,0,0,0,1
26435,2003-11-19,Colombia,Argentina,1.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,Not Neutral Ground,0,0,0,0,1
26436,2003-11-19,Costa Rica,Finland,2.0,1.0,Friendly,Alajuela,Costa Rica,Not Neutral Ground,1,0,0,1,0
26437,2003-11-19,Ecuador,Peru,0.0,0.0,FIFA World Cup qualification,Quito,Ecuador,Not Neutral Ground,0,0,0,0,1
26438,2003-11-19,Ghana,Somalia,2.0,0.0,FIFA World Cup qualification,Kumasi,Ghana,Not Neutral Ground,1,0,0,1,0
26440,2003-11-19,Hungary,Estonia,0.0,1.0,Friendly,Budapest,Hungary,Not Neutral Ground,0,1,1,0,0
26441,2003-11-19,Japan,Cameroon,0.0,0.0,Friendly,Ōita,Japan,Not Neutral Ground,0,0,0,0,1
26443,2003-11-19,Mexico,Iceland,0.0,0.0,Friendly,San Francisco,United States,Neutral Ground,0,0,0,0,1
26444,2003-11-19,Morocco,Mali,0.0,1.0,Friendly,Casablanca,Morocco,Not Neutral Ground,0,1,1,0,0
26445,2003-11-19,Netherlands,Scotland,6.0,0.0,UEFA Euro qualification,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
26446,2003-11-19,Norway,Spain,0.0,3.0,UEFA Euro qualification,Oslo,Norway,Not Neutral Ground,0,1,1,0,0
26447,2003-11-19,Portugal,Kuwait,8.0,0.0,Friendly,Leiria,Portugal,Not Neutral Ground,1,0,0,1,0
26449,2003-11-19,Slovenia,Croatia,0.0,1.0,UEFA Euro qualification,Ljubljana,Slovenia,Not Neutral Ground,0,1,1,0,0
26451,2003-11-19,Trinidad and Tobago,Cuba,2.0,1.0,Friendly,Port of Spain,Trinidad and Tobago,Not Neutral Ground,1,0,0,1,0
26452,2003-11-19,Tunisia,South Africa,2.0,0.0,Friendly,Tunis,Tunisia,Not Neutral Ground,1,0,0,1,0
26453,2003-11-19,Turkey,Latvia,2.0,2.0,UEFA Euro qualification,Istanbul,Turkey,Not Neutral Ground,0,0,0,0,1
26454,2003-11-19,Turkmenistan,Afghanistan,11.0,0.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,Not Neutral Ground,1,0,0,1,0
26455,2003-11-19,Wales,Russia,0.0,1.0,UEFA Euro qualification,Cardiff,Wales,Not Neutral Ground,0,1,1,0,0
26456,2003-11-20,Luxembourg,Moldova,1.0,2.0,Friendly,Hesperange,Luxembourg,Not Neutral Ground,0,1,1,0,0
26460,2003-11-23,Afghanistan,Turkmenistan,0.0,2.0,FIFA World Cup qualification,Kabul,Afghanistan,Not Neutral Ground,0,1,1,0,0
26461,2003-11-26,Bangladesh,Tajikistan,0.0,2.0,FIFA World Cup qualification,Dhaka,Bangladesh,Not Neutral Ground,0,1,1,0,0
26464,2003-11-29,Laos,Sri Lanka,0.0,0.0,FIFA World Cup qualification,Vientiane,Laos,Not Neutral Ground,0,0,0,0,1
26465,2003-11-29,Macau,Taiwan,1.0,3.0,FIFA World Cup qualification,Macau,Macau,Not Neutral Ground,0,1,1,0,0
26466,2003-11-29,Mongolia,Maldives,0.0,1.0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,Not Neutral Ground,0,1,1,0,0
26467,2003-11-29,Pakistan,Kyrgyzstan,0.0,2.0,FIFA World Cup qualification,Karachi,Pakistan,Not Neutral Ground,0,1,1,0,0
26468,2003-11-29,Singapore,Qatar,0.0,2.0,Friendly,Singapore,Singapore,Not Neutral Ground,0,1,1,0,0
26470,2003-11-30,Tajikistan,Bangladesh,2.0,0.0,FIFA World Cup qualification,Dushanbe,Tajikistan,Not Neutral Ground,1,0,0,1,0
26474,2003-12-03,Kyrgyzstan,Pakistan,4.0,0.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,Not Neutral Ground,1,0,0,1,0
26475,2003-12-03,Maldives,Mongolia,12.0,0.0,FIFA World Cup qualification,Malé,Maldives,Not Neutral Ground,1,0,0,1,0
26476,2003-12-03,Sri Lanka,Laos,3.0,0.0,FIFA World Cup qualification,Colombo,Sri Lanka,Not Neutral Ground,1,0,0,1,0
26488,2003-12-11,Malta,Poland,0.0,4.0,Friendly,Attard,Malta,Not Neutral Ground,0,1,1,0,0
26491,2003-12-13,Botswana,Zimbabwe,0.0,2.0,Friendly,Selebi-Phikwe,Botswana,Not Neutral Ground,0,1,1,0,0
26492,2003-12-14,Lithuania,Poland,1.0,3.0,Friendly,Attard,Malta,Neutral Ground,0,1,1,0,0
26493,2003-12-14,United Arab Emirates,Azerbaijan,3.0,3.0,Friendly,Dubai,United Arab Emirates,Not Neutral Ground,0,0,0,0,1
26496,2003-12-16,Kuwait,Lebanon,2.0,0.0,Friendly,Paphos,Cyprus,Neutral Ground,1,0,0,1,0
26497,2003-12-17,Saudi Arabia,Estonia,1.0,1.0,Friendly,Dammam,Saudi Arabia,Not Neutral Ground,0,0,0,0,1
26500,2003-12-18,Kuwait,Lebanon,0.0,0.0,Friendly,Paphos,Cyprus,Neutral Ground,0,0,0,0,1
26501,2003-12-20,Latvia,Kuwait,0.0,2.0,Friendly,Paphos,Cyprus,Neutral Ground,0,1,1,0,0
26502,2003-12-20,Oman,Estonia,3.0,1.0,Friendly,Muscat,Oman,Not Neutral Ground,1,0,0,1,0
26503,2003-12-20,Saudi Arabia,Azerbaijan,1.0,0.0,Friendly,Riyadh,Saudi Arabia,Not Neutral Ground,1,0,0,1,0
26504,2003-12-21,Qatar,Iraq,0.0,0.0,Friendly,Doha,Qatar,Not Neutral Ground,0,0,0,0,1
26505,2003-12-21,United Arab Emirates,Kenya,2.0,2.0,Friendly,Abu Dhabi,United Arab Emirates,Not Neutral Ground,0,0,0,0,1
26506,2003-12-26,Bermuda,Barbados,1.0,2.0,Friendly,Hamilton,Bermuda,Not Neutral Ground,0,1,1,0,0
26509,2003-12-27,Bahamas,Haiti,0.0,6.0,Friendly,Miami,United States,Neutral Ground,0,1,1,0,0
26511,2003-12-27,Basque Country,Uruguay,2.0,1.0,Friendly,Bilbao,Spain,Not Neutral Ground,1,0,0,1,0
26512,2003-12-27,Andalusia,Latvia,1.0,0.0,Friendly,Huelva,Spain,Not Neutral Ground,1,0,0,1,0
26514,2003-12-28,Catalonia,Ecuador,4.0,2.0,Friendly,Barcelona,Spain,Not Neutral Ground,1,0,0,1,0
26520,2004-01-01,Bermuda,Barbados,0.0,4.0,Friendly,Hamilton,Bermuda,Not Neutral Ground,0,1,1,0,0
26528,2004-01-08,Cuba,Martinique,0.0,0.0,Friendly,Havana,Cuba,Not Neutral Ground,0,0,0,0,1
26529,2004-01-08,Egypt,Rwanda,5.0,1.0,Friendly,Port Said,Egypt,Not Neutral Ground,1,0,0,1,0
26534,2004-01-10,Suriname,Curaçao,1.0,1.0,Friendly,Paramaribo,Suriname,Not Neutral Ground,0,0,0,0,1
26535,2004-01-11,Barbados,Grenada,2.0,0.0,Friendly,Bridgetown,Barbados,Not Neutral Ground,1,0,0,1,0
26538,2004-01-14,Egypt,DR Congo,2.0,2.0,Friendly,Port Said,Egypt,Not Neutral Ground,0,0,0,0,1
26539,2004-01-14,Tunisia,Benin,2.0,0.0,Friendly,Houmet Souk,Tunisia,Not Neutral Ground,1,0,0,1,0
26540,2004-01-15,Algeria,Mali,0.0,2.0,Friendly,Algiers,Algeria,Not Neutral Ground,0,1,1,0,0
26541,2004-01-16,Libya,Kenya,2.0,0.0,Friendly,Az Zawiyah,Libya,Not Neutral Ground,1,0,0,1,0
26542,2004-01-17,Curaçao,Suriname,2.0,0.0,Friendly,Willemstad,Netherlands Antilles,Not Neutral Ground,1,0,0,1,0
26543,2004-01-17,Egypt,Burkina Faso,1.0,1.0,Friendly,Port Said,Egypt,Not Neutral Ground,0,0,0,0,1
26544,2004-01-17,Tunisia,Benin,2.0,1.0,Friendly,Sfax,Tunisia,Not Neutral Ground,1,0,0,1,0
26545,2004-01-18,Barbados,Canada,0.0,1.0,Friendly,Bridgetown,Barbados,Not Neutral Ground,0,1,1,0,0
26546,2004-01-18,Guadeloupe,Saint Lucia,2.0,0.0,Friendly,Basse-Terre,Guadeloupe,Not Neutral Ground,1,0,0,1,0
26547,2004-01-18,Senegal,South Africa,2.0,1.0,Friendly,Dakar,Senegal,Not Neutral Ground,1,0,0,1,0
26548,2004-01-19,Libya,Kenya,2.0,0.0,Friendly,Tripoli,Libya,Not Neutral Ground,1,0,0,1,0
26549,2004-01-20,Guinea,Burkina Faso,1.0,0.0,Friendly,Toulon,France,Neutral Ground,1,0,0,1,0
26551,2004-01-24,Tunisia,Rwanda,2.0,1.0,African Cup of Nations,Radès,Tunisia,Not Neutral Ground,1,0,0,1,0
26552,2004-01-25,Cameroon,Algeria,1.0,1.0,African Cup of Nations,Sousse,Tunisia,Neutral Ground,0,0,0,0,1
26553,2004-01-25,DR Congo,Guinea,1.0,2.0,African Cup of Nations,Tunis,Tunisia,Neutral Ground,0,1,1,0,0
26555,2004-01-25,Zimbabwe,Egypt,1.0,2.0,African Cup of Nations,Sfax,Tunisia,Neutral Ground,0,1,1,0,0
26556,2004-01-26,Kenya,Mali,1.0,3.0,African Cup of Nations,Bizerte,Tunisia,Neutral Ground,0,1,1,0,0
26557,2004-01-26,Senegal,Burkina Faso,0.0,0.0,African Cup of Nations,Tunis,Tunisia,Neutral Ground,0,0,0,0,1
26558,2004-01-27,China PR,North Macedonia,0.0,0.0,Friendly,Yiwu,China PR,Not Neutral Ground,0,0,0,0,1
26559,2004-01-27,Nigeria,Morocco,0.0,1.0,African Cup of Nations,Monastir,Tunisia,Neutral Ground,0,1,1,0,0
26560,2004-01-27,South Africa,Benin,2.0,0.0,African Cup of Nations,Sfax,Tunisia,Neutral Ground,1,0,0,1,0
26561,2004-01-28,British Virgin Islands,Dominica,0.0,1.0,Friendly,Road Town,British Virgin Islands,Not Neutral Ground,0,1,1,0,0
26562,2004-01-28,Curaçao,Aruba,6.0,1.0,Friendly,Willemstad,Netherlands Antilles,Not Neutral Ground,1,0,0,1,0
26563,2004-01-28,El Salvador,Panama,1.0,1.0,Friendly,San Salvador,El Salvador,Not Neutral Ground,0,0,0,0,1
26564,2004-01-28,Rwanda,Guinea,1.0,1.0,African Cup of Nations,Bizerte,Tunisia,Neutral Ground,0,0,0,0,1
26565,2004-01-28,Singapore,Norway,2.0,5.0,Friendly,Singapore,Singapore,Not Neutral Ground,0,1,1,0,0
26566,2004-01-28,Tunisia,DR Congo,3.0,0.0,African Cup of Nations,Radès,Tunisia,Not Neutral Ground,1,0,0,1,0
26567,2004-01-29,Algeria,Egypt,2.0,1.0,African Cup of Nations,Sousse,Tunisia,Neutral Ground,1,0,0,1,0
26568,2004-01-29,Cameroon,Zimbabwe,5.0,3.0,African Cup of Nations,Sfax,Tunisia,Neutral Ground,1,0,0,1,0
26569,2004-01-29,China PR,North Macedonia,1.0,0.0,Friendly,Suzhou,China PR,Not Neutral Ground,1,0,0,1,0
26570,2004-01-30,British Virgin Islands,United States Virgin Islands,5.0,0.0,Friendly,Road Town,British Virgin Islands,Not Neutral Ground,1,0,0,1,0
26571,2004-01-30,Burkina Faso,Mali,1.0,3.0,African Cup of Nations,Tunis,Tunisia,Neutral Ground,0,1,1,0,0
26572,2004-01-30,Senegal,Kenya,3.0,0.0,African Cup of Nations,Bizerte,Tunisia,Neutral Ground,1,0,0,1,0
26573,2004-01-31,Dominica,United States Virgin Islands,5.0,0.0,Friendly,Spanish Town,British Virgin Islands,Neutral Ground,1,0,0,1,0
26574,2004-01-31,Grenada,Barbados,0.0,1.0,Friendly,St. George's,Grenada,Not Neutral Ground,0,1,1,0,0
26575,2004-01-31,Haiti,Nicaragua,1.0,1.0,Friendly,West Palm Beach,United States,Neutral Ground,0,0,0,0,1
26576,2004-01-31,Morocco,Benin,4.0,0.0,African Cup of Nations,Sfax,Tunisia,Neutral Ground,1,0,0,1,0
26577,2004-01-31,Nigeria,South Africa,4.0,0.0,African Cup of Nations,Monastir,Tunisia,Neutral Ground,1,0,0,1,0
26578,2004-02-01,British Virgin Islands,Dominica,1.0,2.0,Friendly,Road Town,British Virgin Islands,Not Neutral Ground,0,1,1,0,0
26579,2004-02-01,Rwanda,DR Congo,1.0,0.0,African Cup of Nations,Bizerte,Tunisia,Neutral Ground,1,0,0,1,0
26580,2004-02-01,Tunisia,Guinea,1.0,1.0,African Cup of Nations,Radès,Tunisia,Not Neutral Ground,0,0,0,0,1
26581,2004-02-02,Burkina Faso,Kenya,0.0,3.0,African Cup of Nations,Bizerte,Tunisia,Neutral Ground,0,1,1,0,0
26582,2004-02-02,Senegal,Mali,1.0,1.0,African Cup of Nations,Tunis,Tunisia,Neutral Ground,0,0,0,0,1
26583,2004-02-03,Algeria,Zimbabwe,1.0,2.0,African Cup of Nations,Sousse,Tunisia,Neutral Ground,0,1,1,0,0
26584,2004-02-03,Cameroon,Egypt,0.0,0.0,African Cup of Nations,Monastir,Tunisia,Neutral Ground,0,0,0,0,1
26585,2004-02-03,China PR,Finland,2.0,1.0,Friendly,Guangzhou,China PR,Not Neutral Ground,1,0,0,1,0
26586,2004-02-04,Morocco,South Africa,1.0,1.0,African Cup of Nations,Sousse,Tunisia,Neutral Ground,0,0,0,0,1
26587,2004-02-04,Nigeria,Benin,2.0,1.0,African Cup of Nations,Sfax,Tunisia,Neutral Ground,1,0,0,1,0
26588,2004-02-07,China PR,Finland,2.0,1.0,Friendly,Shenzhen,China PR,Not Neutral Ground,1,0,0,1,0
26589,2004-02-07,Japan,Malaysia,4.0,0.0,Friendly,Kashima,Japan,Not Neutral Ground,1,0,0,1,0
26590,2004-02-07,Mali,Guinea,2.0,1.0,African Cup of Nations,Tunis,Tunisia,Neutral Ground,1,0,0,1,0
26591,2004-02-07,Tunisia,Senegal,1.0,0.0,African Cup of Nations,Radès,Tunisia,Not Neutral Ground,1,0,0,1,0
26592,2004-02-08,Cameroon,Nigeria,1.0,2.0,African Cup of Nations,Monastir,Tunisia,Neutral Ground,0,1,1,0,0
26593,2004-02-08,Lebanon,Bahrain,2.0,1.0,Friendly,Beirut,Lebanon,Not Neutral Ground,1,0,0,1,0
26594,2004-02-08,Morocco,Algeria,3.0,1.0,African Cup of Nations,Sfax,Tunisia,Neutral Ground,1,0,0,1,0
26595,2004-02-08,Saint Lucia,Saint Vincent and the Grenadines,1.0,2.0,Friendly,Castries,Saint Lucia,Not Neutral Ground,0,1,1,0,0
26596,2004-02-10,Bermuda,Trinidad and Tobago,0.0,1.0,Friendly,Hamilton,Bermuda,Not Neutral Ground,0,1,1,0,0
26597,2004-02-11,Morocco,Mali,4.0,0.0,African Cup of Nations,Sousse,Tunisia,Neutral Ground,1,0,0,1,0
26598,2004-02-11,Tunisia,Nigeria,1.0,1.0,African Cup of Nations,Radès,Tunisia,Not Neutral Ground,0,0,0,0,1
26599,2004-02-12,Bermuda,Trinidad and Tobago,2.0,2.0,Friendly,Hamilton,Bermuda,Not Neutral Ground,0,0,0,0,1
26600,2004-02-12,Japan,Iraq,2.0,0.0,Friendly,Tokyo,Japan,Not Neutral Ground,1,0,0,1,0
26601,2004-02-12,Jordan,Indonesia,2.0,1.0,Friendly,Amman,Jordan,Not Neutral Ground,1,0,0,1,0
26602,2004-02-13,Nigeria,Mali,2.0,1.0,African Cup of Nations,Monastir,Tunisia,Neutral Ground,1,0,0,1,0
26603,2004-02-13,Qatar,Bahrain,2.0,0.0,Friendly,Doha,Qatar,Not Neutral Ground,1,0,0,1,0
26604,2004-02-14,Belarus,Estonia,1.0,2.0,Friendly,Ta' Qali,Malta,Neutral Ground,0,1,1,0,0
26605,2004-02-14,South Korea,Oman,5.0,0.0,Friendly,Ulsan,South Korea,Not Neutral Ground,1,0,0,1,0
26607,2004-02-14,Tunisia,Morocco,2.0,1.0,African Cup of Nations,Radès,Tunisia,Not Neutral Ground,1,0,0,1,0
26608,2004-02-15,Barbados,Guyana,0.0,2.0,Friendly,Bridgetown,Barbados,Not Neutral Ground,0,1,1,0,0
26610,2004-02-18,Albania,Sweden,2.0,1.0,Friendly,Tirana,Albania,Not Neutral Ground,1,0,0,1,0
26611,2004-02-18,Antigua and Barbuda,Curaçao,2.0,0.0,FIFA World Cup qualification,St. John's,Antigua and Barbuda,Not Neutral Ground,1,0,0,1,0
26612,2004-02-18,Bahrain,Syria,2.0,1.0,FIFA World Cup qualification,Muharraq,Bahrain,Not Neutral Ground,1,0,0,1,0
26613,2004-02-18,Belgium,France,0.0,2.0,Friendly,Brussels,Belgium,Not Neutral Ground,0,1,1,0,0
26614,2004-02-18,China PR,Kuwait,1.0,0.0,FIFA World Cup qualification,Guangzhou,China PR,Not Neutral Ground,1,0,0,1,0
26615,2004-02-18,Croatia,Germany,1.0,2.0,Friendly,Split,Croatia,Not Neutral Ground,0,1,1,0,0
26618,2004-02-18,Greece,Bulgaria,2.0,0.0,Friendly,Athens,Greece,Not Neutral Ground,1,0,0,1,0
26619,2004-02-18,Haiti,Turks and Caicos Islands,5.0,0.0,FIFA World Cup qualification,Miami,United States,Neutral Ground,1,0,0,1,0
26620,2004-02-18,Honduras,Colombia,1.0,1.0,Friendly,Tegucigalpa,Honduras,Not Neutral Ground,0,0,0,0,1
26622,2004-02-18,India,Singapore,1.0,0.0,FIFA World Cup qualification,Margao,India,Not Neutral Ground,1,0,0,1,0
26623,2004-02-18,Iran,Qatar,3.0,1.0,FIFA World Cup qualification,Tehran,Iran,Not Neutral Ground,1,0,0,1,0
26624,2004-02-18,Republic of Ireland,Brazil,0.0,0.0,Friendly,Dublin,Republic of Ireland,Not Neutral Ground,0,0,0,0,1
26625,2004-02-18,Italy,Czech Republic,2.0,2.0,Friendly,Palermo,Italy,Not Neutral Ground,0,0,0,0,1
26626,2004-02-18,Jamaica,Uruguay,2.0,0.0,Friendly,Kingston,Jamaica,Not Neutral Ground,1,0,0,1,0
26627,2004-02-18,Japan,Oman,1.0,0.0,FIFA World Cup qualification,Saitama,Japan,Not Neutral Ground,1,0,0,1,0
26628,2004-02-18,Jordan,Laos,5.0,0.0,FIFA World Cup qualification,Amman,Jordan,Not Neutral Ground,1,0,0,1,0
26629,2004-02-18,South Korea,Lebanon,2.0,0.0,FIFA World Cup qualification,Suwon,South Korea,Not Neutral Ground,1,0,0,1,0
26630,2004-02-18,Kyrgyzstan,Tajikistan,1.0,2.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,Not Neutral Ground,0,1,1,0,0
26632,2004-02-18,Libya,Ukraine,1.0,1.0,Friendly,Tripoli,Libya,Not Neutral Ground,0,0,0,0,1
26633,2004-02-18,North Macedonia,Bosnia and Herzegovina,1.0,0.0,Friendly,Skopje,North Macedonia,Not Neutral Ground,1,0,0,1,0
26634,2004-02-18,Malaysia,Hong Kong,1.0,3.0,FIFA World Cup qualification,Kuantan,Malaysia,Not Neutral Ground,0,1,1,0,0
26635,2004-02-18,Mexico,Chile,1.0,1.0,Friendly,Carson,United States,Neutral Ground,0,0,0,0,1
26636,2004-02-18,Morocco,Switzerland,2.0,1.0,Friendly,Rabat,Morocco,Not Neutral Ground,1,0,0,1,0
26637,2004-02-18,Netherlands,United States,1.0,0.0,Friendly,Amsterdam,Netherlands,Not Neutral Ground,1,0,0,1,0
26638,2004-02-18,Northern Ireland,Norway,1.0,4.0,Friendly,Belfast,Northern Ireland,Not Neutral Ground,0,1,1,0,0
26639,2004-02-18,Palestine,Taiwan,8.0,0.0,FIFA World Cup qualification,Al Wakrah,Qatar,Neutral Ground,1,0,0,1,0
26640,2004-02-18,Poland,Slovenia,2.0,0.0,Friendly,San Fernando,Spain,Neutral Ground,1,0,0,1,0
26641,2004-02-18,Portugal,England,1.0,1.0,Friendly,Faro,Portugal,Not Neutral Ground,0,0,0,0,1
26643,2004-02-18,Saudi Arabia,Indonesia,3.0,0.0,FIFA World Cup qualification,Riyadh,Saudi Arabia,Not Neutral Ground,1,0,0,1,0
26644,2004-02-18,Spain,Peru,2.0,1.0,Friendly,Barcelona,Spain,Not Neutral Ground,1,0,0,1,0
26645,2004-02-18,Turkmenistan,Sri Lanka,2.0,0.0,FIFA World Cup qualification,Ashgabat,Turkmenistan,Not Neutral Ground,1,0,0,1,0
26646,2004-02-18,United Arab Emirates,Thailand,1.0,0.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,Not Neutral Ground,1,0,0,1,0
26647,2004-02-18,Uzbekistan,Iraq,1.0,1.0,FIFA World Cup qualification,Tashkent,Uzbekistan,Not Neutral Ground,0,0,0,0,1
26648,2004-02-18,Venezuela,Australia,1.0,1.0,Friendly,Caracas,Venezuela,Not Neutral Ground,0,0,0,0,1
26649,2004-02-18,Vietnam,Maldives,4.0,0.0,FIFA World Cup qualification,Hanoi,Vietnam,Not Neutral Ground,1,0,0,1,0
26650,2004-02-18,United States Virgin Islands,Saint Kitts and Nevis,0.0,4.0,FIFA World Cup qualification,Charlotte Amalie,United States Virgin Islands,Not Neutral Ground,0,1,1,0,0
26651,2004-02-18,Wales,Scotland,4.0,0.0,Friendly,Cardiff,Wales,Not Neutral Ground,1,0,0,1,0
26652,2004-02-18,Yemen,North Korea,1.0,1.0,FIFA World Cup qualification,Sana'a,Yemen,Not Neutral Ground,0,0,0,0,1
26659,2004-02-21,Poland,Faroe Islands,6.0,0.0,Friendly,San Fernando,Spain,Neutral Ground,1,0,0,1,0
26660,2004-02-21,Turks and Caicos Islands,Haiti,0.0,2.0,FIFA World Cup qualification,Hialeah,United States,Neutral Ground,0,1,1,0,0
26661,2004-02-22,British Virgin Islands,Saint Lucia,0.0,1.0,FIFA World Cup qualification,Road Town,British Virgin Islands,Not Neutral Ground,0,1,1,0,0
26662,2004-02-22,Cayman Islands,Cuba,1.0,2.0,FIFA World Cup qualification,George Town,Cayman Islands,Not Neutral Ground,0,1,1,0,0
26663,2004-02-24,Faroe Islands,Luxembourg,4.0,2.0,Friendly,San Fernando,Spain,Neutral Ground,1,0,0,1,0
26664,2004-02-28,Aruba,Suriname,1.0,2.0,FIFA World Cup qualification,Oranjestad,Aruba,Not Neutral Ground,0,1,1,0,0
26665,2004-02-28,Grenada,Guyana,5.0,0.0,FIFA World Cup qualification,St. George's,Grenada,Not Neutral Ground,1,0,0,1,0
26667,2004-02-29,Bermuda,Montserrat,13.0,0.0,FIFA World Cup qualification,Hamilton,Bermuda,Not Neutral Ground,1,0,0,1,0
26668,2004-02-29,Nicaragua,Haiti,1.0,1.0,Friendly,Estelí,Nicaragua,Not Neutral Ground,0,0,0,0,1
26669,2004-03-02,Trinidad and Tobago,Guyana,1.0,0.0,Friendly,Macoya,Trinidad and Tobago,Not Neutral Ground,1,0,0,1,0
26670,2004-03-10,Mexico,Ecuador,2.0,1.0,Friendly,Tuxtla Gutiérrez,Mexico,Not Neutral Ground,1,0,0,1,0
26671,2004-03-10,Venezuela,Honduras,2.0,1.0,Friendly,Maracaibo,Venezuela,Not Neutral Ground,1,0,0,1,0
26672,2004-03-12,Barbados,Dominica,2.0,1.0,Friendly,Bridgetown,Barbados,Not Neutral Ground,1,0,0,1,0
26673,2004-03-13,United States,Haiti,1.0,1.0,Friendly,Miami,United States,Not Neutral Ground,0,0,0,0,1
26674,2004-03-14,Guyana,Grenada,1.0,3.0,FIFA World Cup qualification,Blairmont,Guyana,Not Neutral Ground,0,1,1,0,0
26675,2004-03-16,Cuba,Panama,1.0,1.0,Friendly,Havana,Cuba,Not Neutral Ground,0,0,0,0,1
26676,2004-03-17,China PR,Myanmar,2.0,0.0,Friendly,Guangzhou,China PR,Not Neutral Ground,1,0,0,1,0
26677,2004-03-17,Malaysia,Indonesia,0.0,0.0,Friendly,Johor Bahru,Malaysia,Not Neutral Ground,0,0,0,0,1
